E:/5-3D models/1-闲鱼订单/XV-15桨叶总成/翼型数据/NACA64-208.dat
100	0	0
99.726	0	0.028
99.293	0	0.073
98.832	0	0.12
98.338	0	0.171
97.807	0	0.227
97.237	0	0.286
96.624	0	0.351
95.966	0	0.42
95.266	0	0.495
94.533	0	0.573
93.806	0	0.651
93.09	0	0.729
92.374	0	0.807
91.654	0	0.886
90.925	0	0.966
90.186	0	1.048
89.447	0	1.131
88.713	0	1.214
87.981	0	1.297
87.249	0	1.38
86.513	0	1.464
85.775	0	1.549
85.034	0	1.633
84.291	0	1.718
83.55	0	1.802
82.808	0	1.887
82.066	0	1.971
81.324	0	2.055
80.581	0	2.138
79.838	0	2.222
79.097	0	2.304
78.356	0	2.387
77.615	0	2.469
76.875	0	2.55
76.135	0	2.63
75.395	0	2.71
74.654	0	2.789
73.914	0	2.867
73.174	0	2.945
72.434	0	3.021
71.693	0	3.097
70.953	0	3.171
70.213	0	3.245
69.473	0	3.318
68.733	0	3.389
67.992	0	3.46
67.252	0	3.53
66.511	0	3.598
65.771	0	3.666
65.03	0	3.733
64.29	0	3.798
63.55	0	3.863
62.81	0	3.926
62.07	0	3.988
61.331	0	4.048
60.591	0	4.107
59.852	0	4.165
59.113	0	4.221
58.374	0	4.276
57.634	0	4.329
56.894	0	4.381
56.155	0	4.431
55.415	0	4.48
54.675	0	4.527
53.935	0	4.573
53.196	0	4.617
52.457	0	4.659
51.719	0	4.7
50.98	0	4.739
50.242	0	4.775
49.504	0	4.81
48.766	0	4.843
48.027	0	4.873
47.289	0	4.902
46.55	0	4.929
45.81	0	4.953
45.072	0	4.976
44.334	0	4.996
43.597	0	5.014
42.861	0	5.03
42.126	0	5.043
41.393	0	5.053
40.66	0	5.06
39.928	0	5.063
39.196	0	5.063
38.463	0	5.06
37.728	0	5.054
36.993	0	5.045
36.255	0	5.034
35.516	0	5.02
34.776	0	5.005
34.036	0	4.988
33.296	0	4.969
32.556	0	4.948
31.818	0	4.924
31.08	0	4.899
30.342	0	4.872
29.606	0	4.842
28.87	0	4.81
28.133	0	4.775
27.397	0	4.738
26.661	0	4.699
25.925	0	4.657
25.188	0	4.614
24.452	0	4.568
23.715	0	4.519
22.979	0	4.469
22.244	0	4.416
21.509	0	4.36
20.775	0	4.302
20.041	0	4.242
19.308	0	4.179
18.575	0	4.113
17.843	0	4.045
17.111	0	3.973
16.379	0	3.899
15.649	0	3.822
14.92	0	3.742
14.192	0	3.658
13.466	0	3.571
12.742	0	3.481
12.019	0	3.387
11.299	0	3.29
10.579	0	3.188
9.861	0	3.082
9.143	0	2.971
8.426	0	2.855
7.712	0	2.734
7.005	0	2.608
6.309	0	2.478
5.623	0	2.341
4.946	0	2.197
4.271	0	2.042
3.599	0	1.875
2.947	0	1.701
2.343	0	1.526
1.812	0	1.356
1.385	0	1.197
1.057	0	1.053
0.806	0	0.927
0.612	0	0.818
0.458	0	0.715
0.333	0	0.613
0.234	0	0.516
0.157	0	0.424
0.098	0	0.338
0.053	0	0.257
0.022	0	0.179
0.004	0	0.104
-0.002	0	0.031
0.006	0	-0.041
0.028	0	-0.111
0.063	0	-0.183
0.111	0	-0.255
0.175	0	-0.329
0.257	0	-0.406
0.36	0	-0.486
0.49	0	-0.57
0.651	0	-0.654
0.848	0	-0.736
1.1	0	-0.827
1.429	0	-0.927
1.862	0	-1.036
2.409	0	-1.146
3.034	0	-1.256
3.707	0	-1.364
4.403	0	-1.466
5.103	0	-1.559
5.804	0	-1.644
6.512	0	-1.723
7.229	0	-1.797
7.955	0	-1.868
8.685	0	-1.935
9.416	0	-1.999
10.148	0	-2.06
10.879	0	-2.117
11.611	0	-2.171
12.343	0	-2.223
13.077	0	-2.272
13.812	0	-2.319
14.549	0	-2.364
15.287	0	-2.407
16.026	0	-2.448
16.766	0	-2.487
17.505	0	-2.524
18.245	0	-2.56
18.985	0	-2.593
19.724	0	-2.625
20.464	0	-2.656
21.204	0	-2.684
21.944	0	-2.711
22.685	0	-2.736
23.426	0	-2.76
24.168	0	-2.783
24.91	0	-2.804
25.652	0	-2.824
26.394	0	-2.842
27.135	0	-2.859
27.876	0	-2.875
28.617	0	-2.889
29.358	0	-2.902
30.098	0	-2.913
30.839	0	-2.922
31.581	0	-2.93
32.323	0	-2.936
33.066	0	-2.941
33.809	0	-2.945
34.553	0	-2.948
35.296	0	-2.949
36.039	0	-2.95
36.78	0	-2.949
37.52	0	-2.946
38.258	0	-2.941
38.995	0	-2.935
39.731	0	-2.925
40.466	0	-2.914
41.202	0	-2.899
41.938	0	-2.882
42.675	0	-2.862
43.413	0	-2.841
44.153	0	-2.817
44.893	0	-2.792
45.635	0	-2.766
46.377	0	-2.738
47.119	0	-2.708
47.861	0	-2.677
48.603	0	-2.645
49.344	0	-2.612
50.085	0	-2.577
50.826	0	-2.541
51.568	0	-2.503
52.309	0	-2.465
53.051	0	-2.425
53.794	0	-2.384
54.537	0	-2.342
55.28	0	-2.299
56.023	0	-2.256
56.766	0	-2.211
57.51	0	-2.166
58.253	0	-2.12
58.997	0	-2.073
59.74	0	-2.026
60.483	0	-1.977
61.227	0	-1.928
61.97	0	-1.879
62.714	0	-1.828
63.458	0	-1.778
64.203	0	-1.726
64.948	0	-1.675
65.693	0	-1.623
66.438	0	-1.57
67.183	0	-1.518
67.928	0	-1.465
68.674	0	-1.412
69.419	0	-1.358
70.165	0	-1.305
70.911	0	-1.251
71.656	0	-1.197
72.402	0	-1.144
73.148	0	-1.09
73.893	0	-1.036
74.639	0	-0.983
75.384	0	-0.929
76.129	0	-0.876
76.874	0	-0.823
77.619	0	-0.771
78.363	0	-0.719
79.107	0	-0.667
79.851	0	-0.616
80.595	0	-0.566
81.338	0	-0.516
82.082	0	-0.467
82.826	0	-0.419
83.568	0	-0.373
84.31	0	-0.327
85.051	0	-0.283
85.789	0	-0.241
86.526	0	-0.201
87.26	0	-0.162
87.992	0	-0.125
88.725	0	-0.09
89.459	0	-0.056
90.198	0	-0.024
90.942	0	0.007
91.685	0	0.035
92.422	0	0.059
93.158	0	0.08
93.9	0	0.096
94.637	0	0.107
95.348	0	0.112
96.025	0	0.111
96.663	0	0.105
97.26	0	0.096
97.819	0	0.083
98.342	0	0.068
98.832	0	0.051
99.292	0	0.033
99.725	0	0.014
100	0	0
