NACA64-528.dat
 99.858	0	-1.008
99.448	0	-0.897
98.802	0	-0.722
98.118	0	-0.535
97.395	0	-0.333
96.635	0	-0.118
95.838	0	0.114
95.004	0	0.363
94.129	0	0.63
93.214	0	0.916
92.259	0	1.22
91.267	0	1.541
90.238	0	1.88
89.175	0	2.235
88.079	0	2.605
86.952	0	2.991
85.798	0	3.389
84.619	0	3.8
83.418	0	4.221
82.199	0	4.649
80.967	0	5.085
79.725	0	5.524
78.481	0	5.964
77.238	0	6.402
76.002	0	6.836
74.775	0	7.263
73.559	0	7.683
72.353	0	8.095
71.158	0	8.499
69.975	0	8.894
68.804	0	9.278
67.644	0	9.653
66.495	0	10.018
65.357	0	10.372
64.228	0	10.716
63.11	0	11.05
62.002	0	11.373
60.904	0	11.685
59.817	0	11.986
58.74	0	12.276
57.673	0	12.554
56.616	0	12.822
55.571	0	13.077
54.535	0	13.32
53.51	0	13.552
52.495	0	13.772
51.492	0	13.98
50.5	0	14.175
49.518	0	14.358
48.547	0	14.529
47.589	0	14.688
46.641	0	14.834
45.705	0	14.968
44.78	0	15.09
43.867	0	15.198
42.966	0	15.294
42.076	0	15.377
41.195	0	15.446
40.324	0	15.502
39.46	0	15.543
38.601	0	15.571
37.745	0	15.584
36.89	0	15.582
36.034	0	15.566
35.174	0	15.537
34.311	0	15.495
33.443	0	15.441
32.571	0	15.374
31.694	0	15.296
30.814	0	15.207
29.933	0	15.108
29.052	0	14.998
28.173	0	14.877
27.296	0	14.747
26.423	0	14.606
25.555	0	14.455
24.693	0	14.294
23.838	0	14.124
22.991	0	13.944
22.153	0	13.756
21.325	0	13.558
20.508	0	13.353
19.703	0	13.141
18.912	0	12.921
18.135	0	12.695
17.374	0	12.463
16.63	0	12.226
15.903	0	11.984
15.195	0	11.739
14.506	0	11.491
13.838	0	11.24
13.191	0	10.987
12.564	0	10.733
11.959	0	10.479
11.375	0	10.225
10.813	0	9.972
10.273	0	9.72
9.754	0	9.469
9.256	0	9.221
8.778	0	8.976
8.321	0	8.733
7.884	0	8.494
7.466	0	8.258
7.067	0	8.025
6.685	0	7.796
6.32	0	7.57
5.972	0	7.347
5.639	0	7.127
5.32	0	6.91
5.016	0	6.697
4.726	0	6.486
4.448	0	6.278
4.183	0	6.073
3.93	0	5.871
3.687	0	5.671
3.455	0	5.474
3.232	0	5.28
3.02	0	5.089
2.816	0	4.9
2.621	0	4.715
2.434	0	4.532
2.255	0	4.351
2.083	0	4.173
1.919	0	3.997
1.762	0	3.824
1.612	0	3.653
1.468	0	3.484
1.331	0	3.317
1.201	0	3.151
1.077	0	2.986
0.96	0	2.823
